web-scraper-order|web-scraper-start-url|subcomponent|subcomponent-href|subcomponentlink|subcomponentlink-href|itemlink|itemlink-href|product_name|price|description|highlights
"1521171397-321"|"https://www.abcycling.com/mountain_bike_components.html"|"Hubs & Conversions"|"https://www.abcycling.com/Mountain_Bike_Hubs__Conversions/catpage-MCH.html"|""|""|"DT Swiss 350/370 Front QR Conversion Kit"|"https://www.abcycling.com/DT_Swiss_350_370_Front_QR_Conversion_Kit/descpage-DT2435FC.html"|"DT Swiss 350/370 Front QR Conversion Kit"|"19.99"|"If you need to convert a DT Swiss 350 or 370 front hub to a standard quick release axle| here's the part you need. Although it's officially referred to as the HRCXXX00N4369S| we call it the DT Swiss 350/370 Front QR Conversion Kit| and it'll do just that.  Turn your 15 millimeter through axle hub into one that will accept a classic quick-release skewer."|"Actual weight: 34 grams Compatible with   350/370 front hubs| X1900 Spline front wheel (26| 29)| M1700 Spline front wheel (26| 27.5| 29)| M1900 Spline front wheel (26| 27.5| 29)| E1900 Spline front wheel (26| 27.5) M1700 Tricon front wheel  DT Swiss part # HRCXXX00N4369S"
"1521171978-554"|"https://www.abcycling.com/mountain_bike_components.html"|"Brakes"|"https://www.abcycling.com/Mountain_Bike_Brakes/catpage-MTBCOMPBRK.html"|""|""|"SRAM Code RSC Disc Brake Left Front 950mm Hose A1"|"https://www.abcycling.com/SRAM_Code_RSC_Disc_Brake_Left_Front_950mm_Hose_A1/descpage-CODERSCF.html"|"SRAM Code RSC Disc Brake Left Front 950mm Hose A1"|"244.00"|"Similar in design to the successful Guide platform| but adapted to the demands of downhill racing| the SRAM Code RSC Disc Brake is optimized for maximum stopping power on long descents and at high speeds. SRAM's RSC version of the Code brakes adds tool-free pad contact adjustment to the Code R's lever reach adjustment. The Code lever body's noticeably bigger profile houses an expandable bladder| holding 30% more fluid than the Guide and almost 50% than the previous Code. This increased volume makes for great consistency in the brake's performance from the top of the run to the bottom. It's no secret that Avid brakes were are a bit of a chore to bleed. Props to SRAM for recognizing this| and abandoning the old design in favor of Timing Port Closure and Bleeding Edge technologies. With TPC| the Code brakes maintain a consistent level of high performance| without requiring maintenance| for much longer intervals than Avid brakes. The Code's improvements are not all about less frequent bleeds| however. With silent Centerline rotors (sold separately)| more usable braking power| and tons of grab deep into the lever throw are also hallmarks of the Code brake. While the Codes have more of an on-off feel than the Guide brakes| SRAM's Direct Link lever control infrastructure creates a light touch as soon as the lever is engaged and all the way through the stroke for fatigue-free control and good modulation."|"Actual weight: 297 grams (caliper| hose| lever) Pistons: 4 Adjustability: Reach| pad contact Materials: Alloy lever| 2-piece alloy caliper Caliper mount: Post Shifter/peripheral mount: Matchmaker and MMX Hose length: 950 mm Fluid: DOT 5.1 Included: T30 wrench| compression bushing| threaded barb| hose guide| caliper mounting bolts Part #: 00.5018.109.000 Warranty: Two year"
"1521171772-469"|"https://www.abcycling.com/mountain_bike_components.html"|"Rear Derailleurs & Hangers"|"https://www.abcycling.com/Mountain_Bike_Rear_Derailleurs__Hangers/catpage-MTBRDER.html"|""|""|"Shimano Zee M640 SS Rear Derailleur up to 11-28 10-SPD"|"https://www.abcycling.com/Shimano_Zee_M640_SS_Rear_Derailleur_up_to_11-28_10-SPD/descpage-SH640SSCRD.html"|"Shimano Zee M640 SS Rear Derailleur up to 11-28 10-SPD"|"49.99"|"The new Shimano Zee rear derailleurs finally allow anyone to run a short cage rear derailleur with their Shimano Dynasys drivetrain. Shimano does this by making the Zee in two different configurations: one for DH and Freeride use where a close ratio cassette is more likely| and one for everything else up to a 36 tooth cog. The DH 11-28 model provides snappier shifting on close ratio cassettes| making it the better option for racing. The 11-36 model allows you to run a 1x10 setup on your all-mountain rig while taking advantage of the improved ground clearance that comes with short cage rear derailleurs. Best of all| the Shadow+ eliminates chain slap completely| and virtually eliminates dropped chains."|"Actual weight: 270 grams Cage length: Short cage (SS) Cage material: Aluminum Clutch: Shadow + Cassette speed: 10 Cassette range: 11-28T (1x10) Max Capacity: 25T Max front difference: 10T Warranty: Two years"
"1521170882-102"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Magura MT7 Next 4-Piston Disc Brake Front or Rear"|"https://www.abcycling.com/Magura_MT7_Next_4-Piston_Disc_Brake_Front_or_Rear/descpage-MGMTN7B4.html"|"Magura MT7 Next 4-Piston Disc Brake Front or Rear"|"164.88"|"Soon| dual piston calipers will be the new V-brake| and four-piston disc brakes will be everywhere except on Olympic hardtails. When that day comes| what we consider the pinnacle of performance won't be much different than the Magura MT7 Next Disc Brakes. Drawing on their extensive knowledge gained through designing and manufacturing the world's best motorsports brakes| Magura has created a brake with DH-level stopping power without a huge weight penalty. Basically a miniaturized version of their Supermoto Brake caliper| the MT7 Next shares several features with the big-bike stoppers. Make no mistake| these are not XC brakes| weighing approximately 70 grams more than the whisper-light MT8's. However| the MT7 Next's will allow you to rail heavy enduro and downhill tracks with confidence to spare. Initial inspection reveals that| unlike most four-piston MTB brakes| the MT7 Next's use four pads per brake. This allows a third reinforcement arch to span the middle of the caliper| adding stiffness without hindering pad replacement in the least. Also| using four distinct pads increases clamping force and allows for better heat management. Since the separate front pads absorb more heat| the trailing pads are more effective than a typical two-pad set-up.  All that extra stopping power available at the caliper is optimized with new and refined lever/master cyliner design. Moving the lever pivot 20 millimeters closer to the handlebar enables better modulation and ergonomics to help keep the power on all the way through the lever stroke. Carbotecture SL lever bodies are molded from Magura's thermoplastic/carbon fiber mixture—the same found on BMW motorcycles—creating an incredibly light weight and crash-resistant lever perch. Larger master cylinder pistons and increased mineral oil volume also contribute to the MT7 Next's improved braking performance. The Magura MT7 Next is Magura's ""swing for the fences"" enduro and DH brake set| one you will be happy to have on your bike. Rotors and adapters are not included."|"Actual weight: 269 grams (calipers| hoses| levers) Pistons: 4 Adjustability: Reach| pad contact Materials: Aluminum lever| Carbotexture body| alloy one-piece calipers Caliper mount: Post Shifter/peripheral mount: Bar only Hose length: 2150 mm Fluid: Magura Royal Blood Medium Included: Compression bushings| threaded barbs| caliper mounting bolts Part #: 2701211 Warranty: One year"
"1521171778-471"|"https://www.abcycling.com/mountain_bike_components.html"|"Rear Derailleurs & Hangers"|"https://www.abcycling.com/Mountain_Bike_Rear_Derailleurs__Hangers/catpage-MTBRDER.html"|""|""|"Shimano XT M8000 SGS Rear Derailleur 11-SPD"|"https://www.abcycling.com/Shimano_XT_M8000_SGS_Rear_Derailleur_11-SPD/descpage-SHRDM800SGS.html"|"Shimano XT M8000 SGS Rear Derailleur 11-SPD"|"76.99"|"Looking to go 11-speed| but don't want break the bank? Shimano's XT M8000 SGS Rear Derailleur 11-SPD is a performance derailleur that features many of the same benefits of XTR| but at a lower price point. The M8000 SGS is Shimano’s long cage derailleur that is designed for a 3x11 or wide-range 1x11 drive train| which lets you to select the perfect gear for any situation. A low-friction coated shift cable and improved pulley design allow the M8000 to shift effortlessly. Shimano’s new Shadow design optimizes the slant angle| which increases chain tension| and in turn| provides better chain retention. And last| but not least| the chain stabilizer is easier to adjust than ever before| creating even better chain stability than Shimano’s previous models. The Shimano XT M8000 SGS Rear Derailleur delivers remarkable performance at an affordable price| leaving you with no excuse for having anything but an 11-speed drive train on your all mountain shred sled!"|"Actual weight: 277 grams Cage length: Long cage (SGS) Cage material: Aluminum Clutch: Shadow RD+ Cassette speed: 11 Cassette range: 11-40T(3x11-speed) 11-42T(2x11-speed) 11-46T(1x11-speed) Max Capacity: 47T Max front difference: 18T Warranty: Two years"
"1521171558-380"|"https://www.abcycling.com/mountain_bike_components.html"|"Handlebars"|"https://www.abcycling.com/Mountain_Bike_Handlebars_-_XC_Freeride_Downhill/catpage-MTNBARS.html"|""|""|"Chromag Fubar OSX 31.8 Riser Handlebar 780mm"|"https://www.abcycling.com/Chromag_Fubar_OSX_318_Riser_Handlebar_780mm/descpage-CMFBOSX.html"|"Chromag Fubar OSX 31.8 Riser Handlebar 780mm"|"85.99"|"Known for their stiffness and style| the Chromag Fubar OSX Riser Handlebars are a great option for your all- mountain or downhill bike. 780mm wide with 5-degree upsweep and 8-degreee backsweep| these super stiff 326g bars offer  outstanding control. With all the color options available you are all but guaranteed to find a match for your machine."|"Actual Weight: 338 grams Clamp Diameter: 31.8 mm Width: 780 mm Rise: 25 mm Upsweep: 5 degrees Backsweep: 8 degrees Material: 7075 double butted aluminum Warranty: 1 year"
"1521171086-188"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"WTB Volt Comp Saddle"|"https://www.abcycling.com/WTB_Volt_Comp_Saddle/descpage-WTBVCS.html"|"WTB Volt Comp Saddle"|"35.99"|"The WTB Volt Comp Saddle is touted as the beneficiary of years of saddle design. Maybe so| but we see it as WTB offering a curvy| tried and true saddle profile. It's a rounded profile similar to classic designs of the last 20 years. The slight difference is the Whale Tail. The back of the saddle scoops up and also flattens out providing plenty of sit-bone support. Common WTB technologies add to that comfort like Comfort Zone| Love Channel| and the Flex-Tuned Shell. The Kevlar scuff guards protect your investment."|"Actual weight: 318 grams Available widths:   142mm x 265mm   Steel rails Synthetic cover Comfort Zone cutout relieves perineal pressure Love Channel central groove  Flex-Tuned shell designed for comfort and performance Whale Tail saddle back increases pelvis support Made in China Two Year Warranty"
"1521172001-564"|"https://www.abcycling.com/mountain_bike_components.html"|"Bearing Kits & Adapters"|"https://www.abcycling.com/Bearing_Kits__Adapters/catpage-MTCTBKA.html"|""|""|"Enduro Santa Cruz Blur Suspension Pivot Bearing Kit"|"https://www.abcycling.com/Enduro_Santa_Cruz_Blur_Suspension_Pivot_Bearing_Kit/descpage-EBSCBTBBK.html"|"Enduro Santa Cruz Blur Suspension Pivot Bearing Kit"|"19.88"|"Endow your Santa Cruz with smoother suspension that will stay that way longer with an Enduro Santa Cruz  Suspension Pivot Bearing Kit. Included in the kit are bearings for the upper and lower links between the front and rear triangles of the following Santa Cruz bikes:  Blur Blur LT  You'll probably need the proper bearing tools| if you don't have them already."|"For Santa Cruz Blur LT Eight Enduro Angular Contact Max bearings 35%-40% higher load capacity than standard cartridge bearings Packed with waterproof grease Enduro part # BK-5520"
"1521171964-548"|"https://www.abcycling.com/mountain_bike_components.html"|"Brakes"|"https://www.abcycling.com/Mountain_Bike_Brakes/catpage-MTBCOMPBRK.html"|""|""|"SRAM Guide RE Front Disc Brake Black 950mm Hose"|"https://www.abcycling.com/SRAM_Guide_RE_Front_Disc_Brake_Black_950mm_Hose/descpage-SPORSGREBFR.html"|"SRAM Guide RE Front Disc Brake Black 950mm Hose"|"133.00"|"Pairing the Guide R lever body with a Code four-piston caliper| the SRAM Guide RE brake is a custom assembly specifically for eMTB use. Like the rest of the Guide line| DirectLink lever technology gives you a positive feel at the lever| with great consistency and modulation throughout the lever stroke. That lever can be adjusted| tool-free| to perfectly fit your preferred reach. Timing Port Closure architecture helps the Guide lever to maintain a consistent level of high performance| without requiring as much maintenance. Beefy four-piston calipers provide plenty of power to slow the added weight of an eMTB bike hurtling down the trail. Thanks to the extra stopping power of the bigger calipers paired with trail/enduro-level levers| the feel of the brake system when used on an eMTB matches that of your favorite trail bike."|"Actual weight: 296 grams (caliper| hose| lever) Pistons: 4 Adjustability: Reach Materials: Alloy Guide R lever and body| 2-piece alloy Code caliper Caliper mount: Post Shifter/peripheral mount: Matchmaker and MMX Hose length: 950 mm Fluid: DOT 5.1 Included: T30 wrench| compression bushing| threaded barb| hose guide| caliper mounting bolts Part #: 00.5018.100.100 Warranty: Two year"
"1521170852-88"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano Deore M591 SGS Rear Derailleur Black 9-SPD DB"|"https://www.abcycling.com/Shimano_Deore_M591_SGS_Rear_Derailleur_Black_9-SPD_DB/descpage-SH591RDTNSD.html"|"Shimano Deore M591 SGS Rear Derailleur Black 9-SPD DB"|"19.88"|"This item comes with packaging that is not in brand new condition| the product however is new and has not been previously installed. Rear derailleurs really take a beating. Exposed and hanging off to one side on the back of the bike they just seem to beg rocks to lean over and give them a kiss at 25 mph. If you have a derailleur that is a little loose and is kissing every rock in town| it is time to kick it to the curb and get a new one.  Deore M591 9spd rear derailleurs offer low maintenance and reliable performance that won't cost you a pretty penny. The SGS long cage derailleur swings well with wide range cassettes and triple chainrings maintaining good chain tension when you are in the small ring. As one friend speaking to another| you deserve better shifting. Dump that ratty old derailleur and get a tight new Deore M591 SGS rear derailleur."|"Weight: 291 grams Long cage for triple chainring compatibility Works with 7|8| and 9-speed Shimano shifters Affordable| reliable operation Warranty: 2 Years Made in Japan This item comes with packaging that is not in brand new condition| the product however is new and has not been previously installed."
"1521171580-389"|"https://www.abcycling.com/mountain_bike_components.html"|"Grips"|"https://www.abcycling.com/Mountain_Bike_Handlebar_Grips/catpage-MTBCOMPGRIP.html"|""|""|"Specialized Women's BG Contour Locking Grip"|"https://www.abcycling.com/Specialized_Womens_BG_Contour_Locking_Grip/descpage-SBCTWLG.html"|"Specialized Women's BG Contour Locking Grip"|"19.99"|"Plain old cylinders may be the accepted standard for mountain grips| but that doesn't mean there isn't a better way. With their Body Geometry line| Specialized set out to reinvent the wheel| so to speak| and design gear that works with your body| rather than against it. Specialized decided to eschew the classic unergonomic tube in their Body Geometry Contour Locking Grips| instead replacing it with a build that's tailor fit for your hand. Further enhancing the comfort is a triple-density body that's tuned to reduce hand fatigue by mitigating bumps and trail chatter."|"Medically designed for correct hand ergonomics Relieves pain| numbness and fatigue Higher-density inner core Ergonomic platform absorbs shock and disperses pressure Easily installed locking clamp Softest density in key contact area protects ulnar nerve"
"1521170880-101"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"MRP G4 Alloy ISCG-05 Chainguide"|"https://www.abcycling.com/MRP_G4_Alloy_ISCG-05_Chainguide/descpage-MRPG4G.html"|"MRP G4 Alloy ISCG-05 Chainguide"|"129.88"|"A lot of top-end derailleurs come with adequate drivetrain protection| but sometimes ""adequate"" just isn't good enough. When you're flying downhill| making the run of a lifetime| you can't afford any unexpected complications. A dropped or jammed chain could easily mean the difference between first place and last. For situations where disaster is not an option| there's the MRP G4 Alloy Chainguide. MRP designed the G4 to handle the worst of the worst. A tough| integrated skid safeguards your chain against rocks| branches| and mud. And a pulley/G-slide block system ensures silky-smooth consistency through the grossest| grungiest conditions out there. In a grueling enduro or downhill race| it's not hard to overwhelm even the most precisely manufactured drivetrain. Bottoming out your suspension on big hits or drops| and even shifting in rough sections could cause catastrophic chain drop. The G4 makes those chain drop blues a distant memory. All of these rough-and-ready qualities don't mean you should expect a rough ride. MRP's active retention system offers constant| reliable tension. Multiple nylon guides with thermoplastic polyurethane inner portions keep your chain running smooth and silent| all race long."|"Actual weight: 177 grams  Hardware/spacers add 20 grams  Fits either 32-36| or 36-40 chainrings Nylon guides with thermoplastic polyurethane inner portions Tracked and grooved upper guide| backplate interface Integrated removable skid MRP product # 25-8-780"
"1521171816-488"|"https://www.abcycling.com/mountain_bike_components.html"|"Front Derailleurs"|"https://www.abcycling.com/Mountain_Bike_Front_Derailleurs/catpage-MTBFDER.html"|""|""|"Shimano SLX M671 Front Derailleur TP DS Direct Mount"|"https://www.abcycling.com/Shimano_SLX_M671_Front_Derailleur_TP_DS_Direct_Mount/descpage-SHFDM671ATD.html"|"Shimano SLX M671 Front Derailleur TP DS Direct Mount"|"29.99"|"Shimano derailleurs have been a staple in mountain bike components since the beginning of the sport's existence. Years of refinements in design have brought about some of the best components in the industry with precise consistent shifting; the Shimano M671 SLX 3x10 Front Derailleur DS TP Direct Mount is no different. It gives you the quality Shimano is known for at an incredible value. Optimized for a 3 X 10-Speed drivetrain| this front derailleur is sure to please both the novice and the expert. What do all those letters mean? Here's the break down: down swing| top pull| and direct mount. Includes mounting bolt."|"Actual weight: 133 grams Dyna-Sys Technology Optimized for 3X10 speed drivetrains Mounts to threaded adapter on frame Bottom Swing Top Pull Includes mounting bolt Two year warranty Made in Japan Shimano part # IFDM671TD6"
"1521171874-513"|"https://www.abcycling.com/mountain_bike_components.html"|"Cranksets"|"https://www.abcycling.com/Mountain_Bike_Cranks/catpage-MTBCOMPCK.html"|""|""|"Race Face Atlas 30 Cranks 83mm"|"https://www.abcycling.com/Race_Face_Atlas_30_Cranks_83mm/descpage-RFAT30.html"|"Race Face Atlas 30 Cranks 83mm"|"178.99"|"Wherever you need extra strength| whether it's for downhill| dirt jumping| freeride| enduro| or slopestyle| the Race Face Atlas 30 Cranks are a top choice. Made from a forged| machined| proprietary 7050 alloy that's 20% stronger than industry standard| the Atlas 30s are stiff and resilient| ready to stand up to flat landings| g-outs| and rock strikes. Thanks to the Cinch interface| you can run Cinch-compatible direct-mount rings| or standard chainrings with a Cinch removable spider.  This| the 83 millimeter spindle version of the Atlas 30| is for use on downhill bikes. Be sure to measure your bottom bracket shell to make sure of compatibility."|"Actual weight: 645 grams 170| 175 mm length 7050 aluminum 30 mm spindle Direct mount Cinch interface For 83 mm width BB shells  Limited lifetime warranty"
"1521171218-247"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"Fabric Scoop Radius Elite Gel 155 Cromo Saddle Black"|"https://www.abcycling.com/Fabric_Scoop_Radius_Elite_Gel_155_Cromo/descpage-SPORFBSREG1.html"|"Fabric Scoop Radius Elite Gel 155 Cromo Saddle Black"|"74.99"|"Finally| saddles have bridged the gap between fashion and function| exemplified here in Fabric's Scoop Radius Elite Gel Saddle.  Designed to provide flexibility and an ergonomic feel through all genres of cycling| the Scoop is a truly multi-faceted saddle. Fabric's minimal three-step manufacturing process eliminates staples and reduces excess material| which reduces weight| improves comfort| and makes the saddles extremely easy to clean once dirty. The Radius Gel also provides maximum padding for all-day comfort in the saddle| and facilitates an upright riding position. Plus| three gel inserts help to support and distribute your weight. Utilizing a highly flexible nylon for the base| the Elite saddle gives great amounts of comfort. Vacuum-bonded and custom designed| the staple-free base is also fantastically easy to clean. Hollow Cromoly rails are heavier than their titanium counterpart| but you know what they say....""Steel is real|"" in this case| real strong and real comfortable. Padding and support is achieved with a lightweight PU foam topper. Literally wrapping up the whole ensemble is a waterproof| microfiber cover which offers grip and a lovely supple feel. Say goodbye to harsh saddles.  Designed for everyone| the Fabric Scoop Saddle is the perfect balance of comfort| performance and simplicity."|"60 Day Fit Guarantee. If you’re not satisfied within 60 days from date of purchase| simply return it and choose another Fabric saddle Actual weight 280 grams 155mm wide x 282mm long Radius profile Nylon base Hollow Cromoly 7mm rails Lightweight PU foam Gel inserts Waterproof microfiber cover Rider weight limit: 100kg (220lbs)"
"1521171940-537"|"https://www.abcycling.com/mountain_bike_components.html"|"Brakes"|"https://www.abcycling.com/Mountain_Bike_Brakes/catpage-MTBCOMPBRK.html"|""|""|"SRAM Level Ultimate Disc Brake Rear 1800mm Hose"|"https://www.abcycling.com/SRAM_Level_Ultimate_Disc_Brake_Rear_1800mm_Hose_/descpage-SRAMLUBR.html"|"SRAM Level Ultimate Disc Brake Rear 1800mm Hose"|"297.00"|"SRAM relaunched their brake line with the no-longer-Avid Guide brakes| which are full of refined features and offer excellent performance. But| Guide's four-piston caliper and heavier-duty build was intended for trail/enduro use| leaving XC racers out in the cold. With the advent of the SRAM Level Ultimate Disc Brake| however| the renowned behavior of Guide is now available in a light weight| XC/light-trail platform.  DirectLink actuation allows an aggressive brake attack| with less modulation than the high-end Guide's Swinglink. This lets you get on the brakes| then get back to pedaling| because no one wins XC races by feathering their brakes. Since a firm lever feel is always desirable| SRAM's Expandable Bladder design helps to eliminate air bubbles and more efficiently fill the system with fluid. This creates consistent| solid| brake feel. Avid brakes were known for their less-than-easy bleed procedure| which is one reason why SRAM dropped the Avid label beginning with the user-friendly Guides. This problem is remedied in the Levels with the addition of the Bleeding Edge caliper bleed port and fluid path| which makes evacuating air bubbles a straightforward affair.  The SRAM Level Ultimate sits at the top of the Level line-up. It features a carbon lever blade| tooled lever reach adjustment| and titanium hardware. Neither a rotor nor frame mounting adaptor for the post-mount caliper is included. Pre-bled and ready to ride| this brake is intended for rear use and has 1800 millimeters of hose length."|"Actual weight: 240 grams (caliper| hose| lever| clamp) Pistons: 2 Adjustability: Reach| pad contact Materials: Carbon lever alloy body| alloy one-piece caliper Caliper mount: Post Shifter/peripheral mount: Matchmaker and MMX Hose length: 1800 mm Fluid: DOT 5.1 Included: T30 wrench| compression bushing| threaded barb| hose guide| caliper mounting bolts Part #: 00.5018.102.001 Warranty: Two year"
"1521171980-555"|"https://www.abcycling.com/mountain_bike_components.html"|"Brakes"|"https://www.abcycling.com/Mountain_Bike_Brakes/catpage-MTBCOMPBRK.html"|""|""|"SRAM Guide T Front Disc Brake Black 950mm Hose A1"|"https://www.abcycling.com/SRAM_Guide_T_Front_Disc_Brake_Black_950mm_Hose_A1/descpage-SRGUTBF.html"|"SRAM Guide T Front Disc Brake Black 950mm Hose A1"|"105.00"|"SRAM's successful Guide mountain brake platform is brought to a budget price point in the SRAM Guide T Disc Brake.  The money you save is in the lever. Like the Guide R| the T uses Direct Link lever linkage| which doesn't have the instant engagement and ultra-positive feel of the Swing Link (found in the Guide RS| RSC| and Ultimate)| but still gives the consistent and reliable action you're used to from SRAM. Where you come out ahead is the caliper. SRAM's two-piece| four-piston| S4 caliper is found throughout the line| from the T to the Ultimate. Stiffness| consistency| and improved bleeding are the S4's calling cards. A pair of organic| steel-backed pads comes with the Guide T."|"Actual weight: 282 grams (caliper| hose| lever) Pistons: 4 Adjustability: Reach Materials: Alloy lever and body| 2-piece alloy S4 caliper Caliper mount: Post Shifter/peripheral mount: Matchmaker and MMX Hose length: 950 mm Fluid: DOT 5.1 Included: T30 wrench| compression bushing| threaded barb| hose guide| caliper mounting bolts Part #: 00.5018.118.000 Warranty: Two year"
"1521170802-64"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano XTR Di2 9070 2x11 Front Derailleur"|"https://www.abcycling.com/Shimano_XTR_Di2_9070_2x11_Front_Derailleur/descpage-SHIFDM9070.html"|"Shimano XTR Di2 9070 2x11 Front Derailleur"|"189.88"|"Fresh cables and housing feel great| don't they? Like your drivetrain is brand new. As sure as the fizz follows the plop| however| those housings get contaminated and make your drivetrain feel old and worn out a few weeks later. Sealed cables and rubber ferrules are not the solution| electronic shifting is.  For those of us who can't bear the thought—or whose terrain won't let them—give up the gearing range of a multi-chainring set-up| the Shimano Di2 9070 2x11 Front Derailleur takes away all of the hassle.  XTR Di2's most impressive offering is Synchronized Shifting| which takes the burden of front derailleur management out of your hands without losing the range advantages of a full drivetrain. Syncro Shift is an optional feature which is turned on or off at the 9050 Digital Display Unit| and allows the front derailleur to be controlled by the Di2 system. When shifting with the right-hand (rear) shifter| the rear derailleur decides what the most efficient gear combination would be based on chainline and your preselected power output profile. Then| if needed| the front and rear derailleurs shift into the optimum gear combination automatically. Syncro Shift can be turned off for manual control of both ends of your drivetrain| but why would you do that? Your unused front Di2 shifter is easily repurposed into a control for Fox iCD-equipped suspension.  Shimano's 9070 front derailleur must be mated to an adapter compatible with your frame| so be sure to order the correct mount; high band clamp| low band clamp| or direct mount versions. Eliminate the vagaries of cable-actuated shifting from your rides| and step up to a Di2 system drivetrain for flawless drivetrain performance. Di2 delivers hassle-free| maintenance-free operation that's more powerful and accurate than anything possible from traditional systems."|"Actual weight: 113 grams Requires additional frame adapter Syncro Shift feature  25% more powerful shifting Automatic trim adjustment Three-year warranty Made in Japan Shimano part # IFDM9070"
"1521171404-324"|"https://www.abcycling.com/mountain_bike_components.html"|"Hubs & Conversions"|"https://www.abcycling.com/Mountain_Bike_Hubs__Conversions/catpage-MCH.html"|""|""|"Chris King ISO XD Rear Mountain Hub 32H"|"https://www.abcycling.com/Chris_King_ISO_XD_Rear_Mountain_Hub_32H/descpage-CKISORX.html"|"Chris King ISO XD Rear Mountain Hub 32H"|"503.99"|"What's the one thing missing that would make Sram's eleven-speed drivetrain complete? Chris King compatibility| of course. Now| with the release of the Chris King ISO XD Rear Mountain Hub| the showcase and practically flawless XX1| X01| and soon to be X1 groups can be the centerpiece of a truly unassailable build. Components made by Chris King are the Rolexes of the bike world. What makes them so famous? In the case of the Chris King Rear Hub| the first thing people notice is the unmistakeable buzzing of the 72 engagement points on King's famous ring drive system in the freehub body. The next thing is the sheer beauty of the anodized machine work| made with the same exacting standards used in the aerospace industry. The quality of materials combined with the precision machining means a stiff rear hub with nearly instantaneous engagement. The hub embodies an unmatched strength to weight ratio that will outlast the competition by years without sacrificing any performance. Wider flanges reduce spoke lengths thereby lending additional stiffness to the wheel build| and in turn the rear triangle of your bike. Easily serviceable angular contact bearings with robust weatherproof seals are made in-house with Chris King precision for seemingly endless rotation. Chris King products are backed up by a 5 year warranty and with proper care will last many years beyond."|"Actual weights  142 x 12 disc - 353 grams  XD Driver for Sram 11 speed compatibility Aluminum shell Aluminum freehub body RingDrive engagement 19.5mm aluminum axle Axles are convertible with available kits Four bearings RADIAL LACING VOIDS WARRANTY! Five year warranty Made in the USA Chris King part #  142 x 12 black: FB1116"
"1521171490-354"|"https://www.abcycling.com/mountain_bike_components.html"|"Handlebars"|"https://www.abcycling.com/Mountain_Bike_Handlebars_-_XC_Freeride_Downhill/catpage-MTNBARS.html"|""|""|"Renthal Fatbar Carbon Handlebar 780mm 31.8"|"https://www.abcycling.com/Renthal_Fatbar_Carbon_Handlebar_780mm_318/descpage-RTFBCH.html"|"Renthal Fatbar Carbon Handlebar 780mm 31.8"|"139.99"|"When Renthal decided to enter the carbon handlebar market| they didn't just use an off-the-shelf layup and shape—the reputation Renthal has for quality wouldn't allow it. Instead| extensive research and development sessions ensued until a carbon bar worthy of the Renthal name was created. The Renthal Fatbar Carbon Handlebar combines lightweight| superior strength| and dialed-in ergonomics in a 780 millimeter width bar ready for anything you can throw at it. Using advanced carbon construction; Renthal efficiently places and orients the uni-directional carbon fibers to maximize the strength and stiffness of the handlebar. Carbon layers are also aligned to give specific flex characteristics. The stiffness of the Fatbar Carbon results in incredible control| yet careful tuning gives the perfect level of comfort. A full 780mm width| with 7-degree backsweep and 5-degree upsweep geometry is perfect for both downhill racing or all-mountain bikes. Four rise options allow you to choose the right bar for your body size| your riding style and your bike set-up."|"Actual Weight: 224 grams  Clamp Diameter: 31.8 mm Width: 780 mm  Rise: 10| 20| 30| 40 mm  Upsweep: 5 Degrees  Backsweep: 7 Degrees Material: UD carbon Warranty: One year"
"1521171802-481"|"https://www.abcycling.com/mountain_bike_components.html"|"Front Derailleurs"|"https://www.abcycling.com/Mountain_Bike_Front_Derailleurs/catpage-MTBFDER.html"|""|""|"Shimano XTR Di2 9050/9070 FD Adapter High Clamp Band"|"https://www.abcycling.com/Shimano_XTR_Di2_9050_9070_FD_Adapter_High_Clamp_Band/descpage-SHISMFD905H.html"|"Shimano XTR Di2 9050/9070 FD Adapter High Clamp Band"|"18.99"|"Shimano's Di2 XTR front derailleur provides powerful| effortless shifting that you don't even have to think about! Syncro Shift| when activated| allows the system to determine the most efficient gear and shift the front derailleur accordingly—when you activate the rear shifter! When purchasing the Di2 XTR FD| be sure to also get the correct adapter mount for your frame| as the derailleur is sold as a body only. This is a high mount band clamp| attaching to the frame above the derailleur| for bikes without direct-mount bosses."|"null"
